x1,P
1.0,992.12
0.99751,992.51
0.984,994.45
0.9546,997.59
0.92868,999.61
0.90035,1000.88
0.85005,1001.07
0.80043,998.81
0.75054,994.12
0.7015,987.63
0.65002,978.96
0.60191,969.08
0.50193,944.31
0.40203999999999995,914.13
0.35235000000000005,896.86
0.30256000000000005,877.75
0.25251999999999997,855.99
0.17469,812.5
0.15447,797.85
0.13497000000000003,781.5
0.09619,739.42
0.07204999999999995,702.51
0.0121,538.05
0.007319999999999993,517.37
0.0,482.73
