x1,P
1.0,29.467
0.9469,29.515
0.895,29.483
0.8412,29.402
0.7297,29.002
0.6528,28.6
0.5917,28.187
0.5680000000000001,27.979
0.5609999999999999,28.018
0.4609,27.144
0.4526,27.172
0.396,26.604
0.357,26.263
0.34819999999999995,26.169
0.34419999999999995,26.19
0.243,24.93
0.22970000000000002,24.779
0.15180000000000005,23.171
0.13980000000000004,22.822
0.08779999999999999,20.594
0.08199999999999996,20.276
0.05359999999999998,18.228
0.028000000000000025,15.899
0.02529999999999999,15.633
0.0,12.347
