x1,P
1.0,10.472
0.98153,10.473
0.97315,10.467
0.9537,10.457
0.92444,10.445
0.89934,10.435
0.89064,10.427
0.85785,10.394
0.8084,10.341
0.7255,10.199
0.63434,9.999
0.58087,9.869
0.50492,9.663
0.41757999999999995,9.403
0.38654999999999995,9.303
0.32384999999999997,9.085
0.24688,8.723
0.17110999999999998,8.189
0.10990999999999995,7.329
0.06782999999999995,6.386
0.04632999999999998,5.781
0.027270000000000016,5.203
0.015240000000000031,4.803
0.004349999999999965,4.413
0.0,4.247
