x1,P
1.0,158.49
0.99755,158.54
0.95921,159.16
0.91231,159.48
0.86455,159.56
0.81658,159.16
0.76903,158.49
0.72155,157.52
0.67564,156.31
0.62981,154.89
0.58487,153.33
0.5359700000000001,151.47
0.48771,149.44
0.43922000000000005,147.21
0.39170000000000005,144.9
0.34348,142.32
0.32859000000000005,141.53
0.29403999999999997,139.51
0.27556,138.14
0.24604000000000004,136.2
0.22053,134.07
0.17001,129.3
0.11395999999999995,121.21
0.054440000000000044,104.13
0.0,70.34
